Name,SKU,Barcode,Description,Category,Brand,Unit,Supplier,Cost Price,Selling Price,MRP,Quantity,Reorder Level,Max Stock Level,Location,GST Rate,Active
Everest Oats Deluxe 200ml - L248,STA-EVER-046712750,8901904231764,Authentic Everest Oats Deluxe 200ml - L248 perfect for Indian cooking. Long grain variety.,Staples & Grains,Everest,Box,Bangalore Fresh Produce,36,51,56,88,20,100,,5,Yes
Kissan Wheat Flour Pack of 5 - PYY8,STA-KISSAN-046743931,8901743746521,Premium Kissan Wheat Flour Pack of 5 - PYY8 carefully selected and processed. Rich in nutrients.,Staples & Grains,Kissan,Litre,Bangalore Fresh Produce,39,56,62,23,20,100,,5,Yes
Maggi Moong Dal 500g - 01L1,STA-MAGGI-046776805,8909162579942,Authentic Maggi Moong Dal 500g - 01L1 perfect for Indian cooking. Long grain variety.,Staples & Grains,Maggi,Pack,Delhi Wholesale Market,42,60,66,14,20,100,,5,Yes
Aashirvaad Quinoa Fresh 1kg - TDAQ,STA-AASHI-046809129,8906396318879,High-quality Aashirvaad Quinoa Fresh 1kg - TDAQ from Aashirvaad. Traditional taste and aroma.,Staples & Grains,Aashirvaad,Litre,Pune Organic Supplies,43,61,67,63,20,100,,5,Yes
Johnson & Johnson Basmati Rice 500ml - G5XA,STA-JJ-046849533,8905455473223,Premium Johnson & Johnson Basmati Rice 500ml - G5XA carefully selected and processed. Rich in nutrients.,Staples & Grains,Johnson & Johnson,Box,Ahmedabad Snack Mills,40,57,63,72,20,100,,5,Yes
Nirma Rice Flour 200ml - QMGA,STA-NIRMA-046892701,8901073155018,Premium Nirma Rice Flour 200ml - QMGA carefully selected and processed. Rich in nutrients.,Staples & Grains,Nirma,Dozen,Hyderabad Dairy Co-op,31,45,50,51,20,100,,5,Yes
Nirma Oats Super 500ml - FXBE,STA-NIRMA-046924636,8904827337115,Authentic Nirma Oats Super 500ml - FXBE perfect for Indian cooking. Long grain variety.,Staples & Grains,Nirma,Millilitre,Mumbai FMCG Distributors,30,43,47,57,20,100,,5,Yes
Nestle Chana Dal Deluxe 200ml - VIZX,STA-NEST-046962719,8909122345081,Authentic Nestle Chana Dal Deluxe 200ml - VIZX perfect for Indian cooking. Long grain variety.,Staples & Grains,Nestle,Pieces,Kolkata Trading Company,31,44,48,12,20,100,,5,Yes
Dabur Rice Flour Deluxe Pack of 5 - XS8E,STA-DABUR-046993245,8902999668623,Authentic Dabur Rice Flour Deluxe Pack of 5 - XS8E perfect for Indian cooking. Long grain variety.,Staples & Grains,Dabur,Millilitre,Hyderabad Dairy Co-op,36,52,57,38,20,100,,5,Yes
Haldiram Daliya Classic 200ml - SNWE,STA-HALDI-047025769,8907600854098,Premium Haldiram Daliya Classic 200ml - SNWE carefully selected and processed. Rich in nutrients.,Staples & Grains,Haldiram,Pack,Pune Organic Supplies,42,60,66,41,20,100,,5,Yes
Kelloggs Basmati Rice Super - KYAV,STA-KELLO-047057674,8909404757526,Authentic Kelloggs Basmati Rice Super - KYAV perfect for Indian cooking. Long grain variety.,Staples & Grains,Kelloggs,Pieces,Chennai Spice House,30,43,47,9,20,100,,5,Yes
Emami Besan Natural Pack of 5 - XV8I,STA-EMAMI-047088702,8902423662498,Authentic Emami Besan Natural Pack of 5 - XV8I perfect for Indian cooking. Long grain variety.,Staples & Grains,Emami,Box,Chennai Spice House,30,43,47,59,20,100,,5,Yes
Johnson & Johnson Moong Dal Fresh 500ml - QHWV,STA-JJ-047119602,8906754198650,Authentic Johnson & Johnson Moong Dal Fresh 500ml - QHWV perfect for Indian cooking. Long grain variety.,Staples & Grains,Johnson & Johnson,Box,Ahmedabad Snack Mills,54,77,85,84,20,100,,5,Yes
Dabur Chana Dal Premium Family Pack - E54R,STA-DABUR-047156974,8908200568303,Authentic Dabur Chana Dal Premium Family Pack - E54R perfect for Indian cooking. Long grain variety.,Staples & Grains,Dabur,Litre,Ahmedabad Snack Mills,29,42,46,86,20,100,,5,Yes
Britannia Wheat Flour Special Pack of 2 - 5XW2,STA-BRIT-047187732,8905938666156,High-quality Britannia Wheat Flour Special Pack of 2 - 5XW2 from Britannia. Traditional taste and aroma.,Staples & Grains,Britannia,Litre,Pune Organic Supplies,55,79,87,23,20,100,,5,Yes
Amul Quinoa Special Pack of 5 - TB8U,STA-AMUL-047220266,8901735559596,High-quality Amul Quinoa Special Pack of 5 - TB8U from Amul. Traditional taste and aroma.,Staples & Grains,Amul,Box,Hyderabad Dairy Co-op,51,73,80,75,20,100,,5,Yes
Fortune Wheat Flour Special Pack of 5 - KXZS,STA-FORT-047261463,8906366611370,High-quality Fortune Wheat Flour Special Pack of 5 - KXZS from Fortune. Traditional taste and aroma.,Staples & Grains,Fortune,Box,Hyderabad Dairy Co-op,41,58,64,34,20,100,,5,Yes
Johnson & Johnson Suji Super 1L - AMH8,STA-JJ-047292503,8902775050795,Authentic Johnson & Johnson Suji Super 1L - AMH8 perfect for Indian cooking. Long grain variety.,Staples & Grains,Johnson & Johnson,Kilogram,Pune Organic Supplies,34,48,53,49,20,100,,5,Yes
PepsiCo Toor Dal Fresh 250g - L35T,STA-PEPSI-047324491,8904712674095,Authentic PepsiCo Toor Dal Fresh 250g - L35T perfect for Indian cooking. Long grain variety.,Staples & Grains,PepsiCo,Gram,Kolkata Trading Company,34,49,54,67,20,100,,5,Yes
Haldiram Rice Flour Super Pack of 5 - AOSW,STA-HALDI-047367985,8903203593889,High-quality Haldiram Rice Flour Super Pack of 5 - AOSW from Haldiram. Traditional taste and aroma.,Staples & Grains,Haldiram,Pieces,Kolkata Trading Company,36,51,56,7,20,100,,5,Yes
Emami Oats Premium - TQDJ,STA-EMAMI-047403272,8908774492301,High-quality Emami Oats Premium - TQDJ from Emami. Traditional taste and aroma.,Staples & Grains,Emami,Gram,Delhi Wholesale Market,32,46,51,73,20,100,,5,Yes
Bikano Daliya Classic 200ml - NZDM,STA-BIKANO-047435368,8909229093757,Authentic Bikano Daliya Classic 200ml - NZDM perfect for Indian cooking. Long grain variety.,Staples & Grains,Bikano,Box,Kolkata Trading Company,41,59,65,76,20,100,,5,Yes
MTR Daliya Premium 1kg - PSDD,STA-MTR-047466159,8909335641409,High-quality MTR Daliya Premium 1kg - PSDD from MTR. Traditional taste and aroma.,Staples & Grains,MTR,Box,Bangalore Fresh Produce,50,72,79,84,20,100,,5,Yes
Nestle Besan Fresh Pack of 2 - 84AU,STA-NEST-047499938,8903810991151,High-quality Nestle Besan Fresh Pack of 2 - 84AU from Nestle. Traditional taste and aroma.,Staples & Grains,Nestle,Millilitre,Ahmedabad Snack Mills,32,46,51,64,20,100,,5,Yes
Aashirvaad Suji 1kg - AIRH,STA-AASHI-047539594,8909310730552,High-quality Aashirvaad Suji 1kg - AIRH from Aashirvaad. Traditional taste and aroma.,Staples & Grains,Aashirvaad,Pack,Delhi Wholesale Market,41,59,65,45,20,100,,5,Yes
Britannia Quinoa Organic Pack of 5 - ZRW6,STA-BRIT-047574745,8908027378602,High-quality Britannia Quinoa Organic Pack of 5 - ZRW6 from Britannia. Traditional taste and aroma.,Staples & Grains,Britannia,Kilogram,Ahmedabad Snack Mills,46,65,72,52,20,100,,5,Yes
Patanjali Suji Super Family Pack - XATE,STA-PATAN-047619410,8901347198220,Authentic Patanjali Suji Super Family Pack - XATE perfect for Indian cooking. Long grain variety.,Staples & Grains,Patanjali,Kilogram,Chennai Spice House,36,51,56,39,20,100,,5,Yes
ITC Besan Family Pack - 7NTB,STA-ITC-047652947,8906512994808,Authentic ITC Besan Family Pack - 7NTB perfect for Indian cooking. Long grain variety.,Staples & Grains,ITC,Kilogram,Kolkata Trading Company,36,52,57,52,20,100,,5,Yes
ITC Moong Dal Fresh 250g - QRM5,STA-ITC-047682453,8901139888496,Authentic ITC Moong Dal Fresh 250g - QRM5 perfect for Indian cooking. Long grain variety.,Staples & Grains,ITC,Kilogram,Hyderabad Dairy Co-op,39,56,62,47,20,100,,5,Yes
Parle Basmati Rice Premium 500g - GTVH,STA-PARLE-047713863,8902178113626,Authentic Parle Basmati Rice Premium 500g - GTVH perfect for Indian cooking. Long grain variety.,Staples & Grains,Parle,Box,Hyderabad Dairy Co-op,56,80,88,41,20,100,,5,Yes
Parle Basmati Rice Fresh - 6IAI,STA-PARLE-047744769,8904657997525,Authentic Parle Basmati Rice Fresh - 6IAI perfect for Indian cooking. Long grain variety.,Staples & Grains,Parle,Pack,Mumbai FMCG Distributors,30,43,47,21,20,100,,5,Yes
Himalaya Rice Flour Economy Pack of 2 - SN9F,STA-HIMAL-047775467,8902579185443,High-quality Himalaya Rice Flour Economy Pack of 2 - SN9F from Himalaya. Traditional taste and aroma.,Staples & Grains,Himalaya,Litre,Chennai Spice House,57,82,90,74,20,100,,5,Yes
Mother Dairy Oats Special - UPLO,STA-MOTHER-047806185,8906771286493,Authentic Mother Dairy Oats Special - UPLO perfect for Indian cooking. Long grain variety.,Staples & Grains,Mother Dairy,Millilitre,Bangalore Fresh Produce,43,62,68,67,20,100,,5,Yes
Pedigree Daliya Classic 500g - DY4D,STA-PEDI-047836134,8906530949017,High-quality Pedigree Daliya Classic 500g - DY4D from Pedigree. Traditional taste and aroma.,Staples & Grains,Pedigree,Dozen,Hyderabad Dairy Co-op,31,44,48,67,20,100,,5,Yes
Kelloggs Brown Rice Deluxe 200ml - P5HO,STA-KELLO-047867893,8902716030716,High-quality Kelloggs Brown Rice Deluxe 200ml - P5HO from Kelloggs. Traditional taste and aroma.,Staples & Grains,Kelloggs,Millilitre,Bangalore Fresh Produce,41,58,64,42,20,100,,5,Yes
Tata Sampann Toor Dal Organic Pack of 5 - XRBS,STA-TATAS-047901974,8902935976705,Premium Tata Sampann Toor Dal Organic Pack of 5 - XRBS carefully selected and processed. Rich in nutrients.,Staples & Grains,Tata Sampann,Pack,Bangalore Fresh Produce,37,53,58,-3,20,100,,5,Yes
Everest Wheat Flour Classic 500ml - GLZF,STA-EVER-047933259,8905383037840,High-quality Everest Wheat Flour Classic 500ml - GLZF from Everest. Traditional taste and aroma.,Staples & Grains,Everest,Pack,Ahmedabad Snack Mills,29,42,46,4,20,100,,5,Yes
Procter & Gamble Oats Premium 1kg - 1CDI,STA-PG-047981883,8901605456249,Authentic Procter & Gamble Oats Premium 1kg - 1CDI perfect for Indian cooking. Long grain variety.,Staples & Grains,Procter & Gamble,Box,Ahmedabad Snack Mills,40,57,63,18,20,100,,5,Yes
Bikano Toor Dal Deluxe Pack of 5 - GKTV,STA-BIKANO-048017891,8901605927990,Authentic Bikano Toor Dal Deluxe Pack of 5 - GKTV perfect for Indian cooking. Long grain variety.,Staples & Grains,Bikano,Pack,Delhi Wholesale Market,41,58,64,255,20,100,,5,Yes
Marico Chana Dal Fresh Pack of 5 - MKFM,STA-MARICO-048050885,8902745381565,High-quality Marico Chana Dal Fresh Pack of 5 - MKFM from Marico. Traditional taste and aroma.,Staples & Grains,Marico,Kilogram,Chennai Spice House,33,47,52,46,20,100,,5,Yes
Bajaj Toor Dal Organic Family Pack - V7WU,STA-BAJAJ-048086664,8908918652215,Authentic Bajaj Toor Dal Organic Family Pack - V7WU perfect for Indian cooking. Long grain variety.,Staples & Grains,Bajaj,Gram,Pune Organic Supplies,46,66,73,92,20,100,,5,Yes
MTR Wheat Flour Special 1L - V4AQ,STA-MTR-048119497,8902600177132,Premium MTR Wheat Flour Special 1L - V4AQ carefully selected and processed. Rich in nutrients.,Staples & Grains,MTR,Kilogram,Bangalore Fresh Produce,48,68,75,44,20,100,,5,Yes
Nirma Oats Super 200ml - X6ZP,STA-NIRMA-048151395,8909117227759,Premium Nirma Oats Super 200ml - X6ZP carefully selected and processed. Rich in nutrients.,Staples & Grains,Nirma,Pack,Pune Organic Supplies,29,42,46,83,20,100,,5,Yes
Whiskas Suji Deluxe 1kg - 6UBW,STA-WHISK-048184604,8904058914631,High-quality Whiskas Suji Deluxe 1kg - 6UBW from Whiskas. Traditional taste and aroma.,Staples & Grains,Whiskas,Gram,Pune Organic Supplies,35,50,55,53,20,100,,5,Yes
Godrej Besan 500ml - SLOF,STA-GODREJ-048214435,8902827144879,Premium Godrej Besan 500ml - SLOF carefully selected and processed. Rich in nutrients.,Staples & Grains,Godrej,Litre,Delhi Wholesale Market,29,41,45,89,20,100,,5,Yes
ITC Toor Dal Super 500ml - 8W81,STA-ITC-048249426,8901950668974,Authentic ITC Toor Dal Super 500ml - 8W81 perfect for Indian cooking. Long grain variety.,Staples & Grains,ITC,Box,Kolkata Trading Company,33,47,52,-7,20,100,,5,Yes
Britannia Oats Super Pack of 2 - WBZH,STA-BRIT-048289560,8901237576150,High-quality Britannia Oats Super Pack of 2 - WBZH from Britannia. Traditional taste and aroma.,Staples & Grains,Britannia,Litre,Pune Organic Supplies,36,51,56,56,20,100,,5,Yes
Procter & Gamble Toor Dal Special 1L - LETX,STA-PG-048320541,8903244094259,Authentic Procter & Gamble Toor Dal Special 1L - LETX perfect for Indian cooking. Long grain variety.,Staples & Grains,Procter & Gamble,Pack,Kolkata Trading Company,42,60,66,34,20,100,,5,Yes
Fortune Wheat Flour Natural Pack of 5 - OMFQ,STA-FORT-048351136,8906664992710,Premium Fortune Wheat Flour Natural Pack of 5 - OMFQ carefully selected and processed. Rich in nutrients.,Staples & Grains,Fortune,Kilogram,Chennai Spice House,29,42,46,27,20,100,,5,Yes
India Gate Quinoa Classic 1kg - BI31,STA-INDGATE-048383364,8902144371700,Authentic India Gate Quinoa Classic 1kg - BI31 perfect for Indian cooking. Long grain variety.,Staples & Grains,India Gate,Dozen,Mumbai FMCG Distributors,37,53,58,55,20,100,,5,Yes
Dabur Brown Rice Deluxe - 1QJ0,STA-DABUR-048415812,8901380117369,Premium Dabur Brown Rice Deluxe - 1QJ0 carefully selected and processed. Rich in nutrients.,Staples & Grains,Dabur,Kilogram,Ahmedabad Snack Mills,41,58,64,14,20,100,,5,Yes
Britannia Daliya Natural Pack of 2 - 2QYX,STA-BRIT-048446643,8909326072945,Authentic Britannia Daliya Natural Pack of 2 - 2QYX perfect for Indian cooking. Long grain variety.,Staples & Grains,Britannia,Kilogram,Chennai Spice House,46,66,73,15,20,100,,5,Yes
Aashirvaad Quinoa Premium - UYZI,STA-AASHI-048476532,8906019519878,Authentic Aashirvaad Quinoa Premium - UYZI perfect for Indian cooking. Long grain variety.,Staples & Grains,Aashirvaad,Box,Hyderabad Dairy Co-op,31,44,48,14,20,100,,5,Yes
Vadilal Chana Dal Natural Pack of 5 - TJ9P,STA-VADIL-048511559,8904335314639,Premium Vadilal Chana Dal Natural Pack of 5 - TJ9P carefully selected and processed. Rich in nutrients.,Staples & Grains,Vadilal,Kilogram,Kolkata Trading Company,45,64,70,43,20,100,,5,Yes
Coca Cola Moong Dal Natural 200ml - QBLP,STA-COKE-048541719,8908974954788,Authentic Coca Cola Moong Dal Natural 200ml - QBLP perfect for Indian cooking. Long grain variety.,Staples & Grains,Coca Cola,Box,Bangalore Fresh Produce,41,59,65,49,20,100,,5,Yes
Kissan Oats 1kg - DFTF,STA-KISSAN-048580830,8908150279871,Premium Kissan Oats 1kg - DFTF carefully selected and processed. Rich in nutrients.,Staples & Grains,Kissan,Litre,Pune Organic Supplies,30,43,47,83,20,100,,5,Yes
Fortune Brown Rice Deluxe 200ml - DZJS,STA-FORT-048613540,8901583356308,Authentic Fortune Brown Rice Deluxe 200ml - DZJS perfect for Indian cooking. Long grain variety.,Staples & Grains,Fortune,Dozen,Mumbai FMCG Distributors,47,67,74,17,20,100,,5,Yes
Patanjali Rice Flour Super Pack of 2 - T8PA,STA-PATAN-048643378,8903432462262,Authentic Patanjali Rice Flour Super Pack of 2 - T8PA perfect for Indian cooking. Long grain variety.,Staples & Grains,Patanjali,Pieces,Ahmedabad Snack Mills,59,84,92,39,20,100,,5,Yes
Bikano Oats Premium 250g - YINE,STA-BIKANO-048673800,8905445385843,High-quality Bikano Oats Premium 250g - YINE from Bikano. Traditional taste and aroma.,Staples & Grains,Bikano,Box,Delhi Wholesale Market,53,76,84,32,20,100,,5,Yes
Parle Wheat Flour Super 1L - GCMZ,STA-PARLE-048705657,8904539348063,Authentic Parle Wheat Flour Super 1L - GCMZ perfect for Indian cooking. Long grain variety.,Staples & Grains,Parle,Dozen,Ahmedabad Snack Mills,34,48,53,68,20,100,,5,Yes
Pedigree Suji Natural Family Pack - PRZX,STA-PEDI-048741176,8909423020471,High-quality Pedigree Suji Natural Family Pack - PRZX from Pedigree. Traditional taste and aroma.,Staples & Grains,Pedigree,Pieces,Bangalore Fresh Produce,41,59,65,85,20,100,,5,Yes
Bajaj Moong Dal Economy - QVGY,STA-BAJAJ-048773119,8903778134110,High-quality Bajaj Moong Dal Economy - QVGY from Bajaj. Traditional taste and aroma.,Staples & Grains,Bajaj,Box,Pune Organic Supplies,36,51,56,198,20,100,,5,Yes
Amul Besan Natural Pack of 2 - WOSS,STA-AMUL-048812424,8906150558796,Authentic Amul Besan Natural Pack of 2 - WOSS perfect for Indian cooking. Long grain variety.,Staples & Grains,Amul,Pieces,Ahmedabad Snack Mills,47,67,74,86,20,100,,5,Yes
Godrej Suji Organic 1L - FL2C,STA-GODREJ-048843418,8903430612457,High-quality Godrej Suji Organic 1L - FL2C from Godrej. Traditional taste and aroma.,Staples & Grains,Godrej,Millilitre,Kolkata Trading Company,39,56,62,47,20,100,,5,Yes
Parle Daliya Fresh 500g - EZQG,STA-PARLE-048873678,8908239647546,Premium Parle Daliya Fresh 500g - EZQG carefully selected and processed. Rich in nutrients.,Staples & Grains,Parle,Pieces,Pune Organic Supplies,41,59,65,48,20,100,,5,Yes
Unilever Brown Rice 200ml - GIRK,STA-UNIL-048906456,8905965379119,Premium Unilever Brown Rice 200ml - GIRK carefully selected and processed. Rich in nutrients.,Staples & Grains,Unilever,Kilogram,Bangalore Fresh Produce,36,52,57,19,20,100,,5,Yes
Nirma Basmati Rice Classic 250g - ILGQ,STA-NIRMA-048938918,8903727028017,High-quality Nirma Basmati Rice Classic 250g - ILGQ from Nirma. Traditional taste and aroma.,Staples & Grains,Nirma,Litre,Hyderabad Dairy Co-op,41,58,64,-4,20,100,,5,Yes
Amul Wheat Flour Organic - DBXR,STA-AMUL-048969315,8902386458625,Premium Amul Wheat Flour Organic - DBXR carefully selected and processed. Rich in nutrients.,Staples & Grains,Amul,Dozen,Chennai Spice House,41,58,64,82,20,100,,5,Yes
ITC Oats Premium 500g - 2KDI,STA-ITC-049000514,8904839613077,Premium ITC Oats Premium 500g - 2KDI carefully selected and processed. Rich in nutrients.,Staples & Grains,ITC,Kilogram,Delhi Wholesale Market,41,59,65,27,20,100,,5,Yes
Everest Besan Economy Family Pack - I7HD,STA-EVER-049031606,8903612630034,High-quality Everest Besan Economy Family Pack - I7HD from Everest. Traditional taste and aroma.,Staples & Grains,Everest,Pieces,Chennai Spice House,37,53,58,27,20,100,,5,Yes
Britannia Besan Premium 250g - LNUM,STA-BRIT-049064719,8909163253984,Premium Britannia Besan Premium 250g - LNUM carefully selected and processed. Rich in nutrients.,Staples & Grains,Britannia,Millilitre,Pune Organic Supplies,29,41,45,82,20,100,,5,Yes
Maggi Besan Natural 500g - IQPT,STA-MAGGI-049095512,8902578559525,High-quality Maggi Besan Natural 500g - IQPT from Maggi. Traditional taste and aroma.,Staples & Grains,Maggi,Pieces,Ahmedabad Snack Mills,33,47,52,49,20,100,,5,Yes
Parle Brown Rice Premium Pack of 2 - RJLE,STA-PARLE-049126104,8905163084391,High-quality Parle Brown Rice Premium Pack of 2 - RJLE from Parle. Traditional taste and aroma.,Staples & Grains,Parle,Box,Bangalore Fresh Produce,43,62,68,54,20,100,,5,Yes
Nestle Toor Dal Premium 1kg - PRWT,STA-NEST-049163788,8908426766023,Premium Nestle Toor Dal Premium 1kg - PRWT carefully selected and processed. Rich in nutrients.,Staples & Grains,Nestle,Dozen,Delhi Wholesale Market,38,54,59,53,20,100,,5,Yes
Pedigree Quinoa Natural 1L - GBRY,STA-PEDI-049195710,8907622645182,Authentic Pedigree Quinoa Natural 1L - GBRY perfect for Indian cooking. Long grain variety.,Staples & Grains,Pedigree,Dozen,Bangalore Fresh Produce,40,57,63,22,20,100,,5,Yes
Himalaya Toor Dal Economy 1L - UHKW,STA-HIMAL-049229722,8904884655359,Premium Himalaya Toor Dal Economy 1L - UHKW carefully selected and processed. Rich in nutrients.,Staples & Grains,Himalaya,Kilogram,Delhi Wholesale Market,38,54,59,63,20,100,,5,Yes
Whiskas Brown Rice Deluxe Pack of 2 - 2VZ5,STA-WHISK-049262249,8906277940201,Authentic Whiskas Brown Rice Deluxe Pack of 2 - 2VZ5 perfect for Indian cooking. Long grain variety.,Staples & Grains,Whiskas,Gram,Kolkata Trading Company,39,55,61,95,20,100,,5,Yes
Bikano Suji Super Family Pack - T7T4,STA-BIKANO-049294575,8904383675927,High-quality Bikano Suji Super Family Pack - T7T4 from Bikano. Traditional taste and aroma.,Staples & Grains,Bikano,Kilogram,Chennai Spice House,39,55,61,58,20,100,,5,Yes
Dabur Daliya Classic 1L - UUEA,STA-DABUR-049325348,8909283368157,Premium Dabur Daliya Classic 1L - UUEA carefully selected and processed. Rich in nutrients.,Staples & Grains,Dabur,Box,Hyderabad Dairy Co-op,54,77,85,34,20,100,,5,Yes
Kissan Rice Flour Special - AL4W,STA-KISSAN-049356683,8902946228218,Authentic Kissan Rice Flour Special - AL4W perfect for Indian cooking. Long grain variety.,Staples & Grains,Kissan,Kilogram,Hyderabad Dairy Co-op,40,57,63,71,20,100,,5,Yes
ITC Besan Natural 1L - LSQU,STA-ITC-049388260,8903114467632,Premium ITC Besan Natural 1L - LSQU carefully selected and processed. Rich in nutrients.,Staples & Grains,ITC,Box,Mumbai FMCG Distributors,35,50,55,56,20,100,,5,Yes
Everest Wheat Flour Premium 200ml - QVGI,STA-EVER-049424659,8907660456537,High-quality Everest Wheat Flour Premium 200ml - QVGI from Everest. Traditional taste and aroma.,Staples & Grains,Everest,Dozen,Delhi Wholesale Market,39,55,61,44,20,100,,5,Yes
Kissan Besan Fresh 250g - CYL0,STA-KISSAN-049456437,8905872963005,Authentic Kissan Besan Fresh 250g - CYL0 perfect for Indian cooking. Long grain variety.,Staples & Grains,Kissan,Litre,Delhi Wholesale Market,48,68,75,38,20,100,,5,Yes
